Road,Suburb,Latitude,Longitude,Formatted_Address
Baxter-Tooradin Road,BAXTER,-38.1985528,145.1783306,"Baxter - Tooradin Road, Baxter VIC 3911, Australia"
Baxter-Tooradin Road,PEARCEDALE,-38.2006141,145.215232,"Baxter - Tooradin Road, Pearcedale VIC 3912, Australia"
Baxter-Tooradin Road,DEVON MEADOWS,-38.1986413,145.3118877,"Baxter - Tooradin Road, Devon Meadows VIC 3977, Australia"
Bayswater Road,CROYDON,-37.8021088,145.2736244,"Bayswater Road, Croydon VIC 3136, Australia"
Bayview Road,ROSEBUD,-38.3734986,144.9098222,"Bayview Road, Rosebud VIC 3939, Australia"
Beach Road,BLACK ROCK,-37.9756353,145.0161162,"Beach Road, Black Rock VIC 3193, Australia"
Beach Road,BEAUMARIS,-37.9882167,145.0281735,"Beach Road, Beaumaris VIC 3193, Australia"
Beach Road,SANDRINGHAM,-37.9495785,145.001977,"Beach Road, Sandringham VIC 3191, Australia"
Beach Road,MORDIALLOC,-38.0089105,145.085928,"Beach Road, Mordialloc VIC 3195, Australia"
Beach Road,PARKDALE,-38.0036058,145.0799916,"Beach Road, Parkdale VIC 3195, Australia"
Beach Street,FRANKSTON,-38.1478894,145.1450643,"Beach Street, Frankston VIC 3199, Australia"
Beacon Point Road,CLIFTON SPRINGS,-38.1464487,144.5759621,"Beacon Point Road, Clifton Springs VIC 3222, Australia"
Beaconsfield Parade,MIDDLE PARK,-37.8532292,144.9596691,"Beaconsfield Parade, Middle Park VIC 3206, Australia"
Beaconsfield Parade,ALBERT PARK,-37.8474656,144.9478156,"Beaconsfield Parade, Albert Park VIC 3206, Australia"
Beaconsfield-Emerald Road,BEACONSFIELD,-38.0251529,145.3812512,"Beaconsfield - Emerald Road, Beaconsfield VIC 3807, Australia"
Beaconsfield-Emerald Road,DEWHURST,-37.9706066,145.4628033,"Beaconsfield - Emerald Road, Melbourne VIC 3808, Australia"
Beaufort-Skipton Road,LAKE GOLDSMITH,-37.555904,143.366264,"Skipton Road, Beaufort VIC 3373, Australia"
Beechworth Road,WODONGA,-36.1554215,146.8808162,"Beechworth Road, Wodonga VIC 3690, Australia"
Beechworth-Wodonga Road,LENEVA,-36.1654735,146.8922763,"Beechworth - Wodonga Road, City of Wodonga VIC 3691, Australia"
Belgrave Road,MALVERN EAST,-37.8844384,145.0675126,"Belgrave Road, Malvern East VIC 3145, Australia"
Belgrave-Hallam Road,NARRE WARREN EAST,-37.9544028,145.3476029,"Belgrave - Hallam Road, Narre Warren East VIC 3804, Australia"
Belgrave-Hallam Road,NARRE WARREN NORTH,-37.9975292,145.2753032,"Belgrave - Hallam Road, Narre Warren North VIC 3804, Australia"
Bell Street,HEIDELBERG WEST,-37.7502402,145.0433169,"Bell Street, Heidelberg West VIC 3081, Australia"
Bell Street,COBURG,-37.7409385,144.9626896,"Bell Street, Coburg VIC 3058, Australia"
Bellarine Highway,LEOPOLD,-38.186619,144.4543043,"Bellarine Highway, Leopold VIC 3224, Australia"
Bellbridge Drive,HOPPERS CROSSING,-37.874448,144.7020829,"Bellbridge Drive, Hoppers Crossing VIC 3029, Australia"
Bells Avenue,KALKALLO,-37.5294909,144.9684231,"Bells Avenue, Kalkallo VIC 3064, Australia"
Belmore Road,BOX HILL NORTH,-37.8056831,145.1295748,"Box Hill North, Melbourne, VIC, Australia"
Belmore Road,BALWYN,-37.802406,145.1037239,"Belmore Road, Balwyn VIC 3103, Australia"
Benalla-Winton Road,BENALLA,-36.5482754,145.9980413,"Benalla - Winton Road, Benalla VIC 3672, Australia"
Benalla-Yarrawonga Road,GOORAMBAT,-36.3989905,145.9817027,"Benalla - Yarrawonga Road, Benalla VIC 3672, Australia"
Benalla-Yarrawonga Road,DEVENISH,-36.3278694,145.9609107,"Benalla - Yarrawonga Road, Rural City of Benalla VIC 3726, Australia"
Bendigo-Maldon Road,MALDON,-36.92451,144.13391,"Bendigo-Maldon Road, Maldon VIC 3463, Australia"
Bendigo-Maryborough Road,LOCKWOOD,-36.8091726,144.1556527,"Bendigo-Maryborough Road, City of Greater Bendigo VIC 3551, Australia"
Bendigo-Maryborough Road,SHELBOURNE,-36.8151987,144.1123813,"Bendigo-Maryborough Road, City of Greater Bendigo VIC 3515, Australia"
Bendigo-Maryborough Road,HAVELOCK,-36.96247,143.7696594,"Bendigo-Maryborough Road, Shire of Central Goldfields VIC 3465, Australia"
Bendigo-Murchison Road,WANALTA,-36.59645,144.89926,"Bendigo - Murchison Road, Wanalta VIC 3612, Australia"
Bendigo-Murchison Road,MURCHISON,-36.60971,145.1806,"Bendigo - Murchison Road, Murchison VIC 3610, Australia"
Bendigo-Pyramid Hill Road,RAYWOOD,-36.5346745,144.2053477,"Raywood VIC 3570, Australia"
Bendigo-Pyramid Hill Road,WOODVALE,-31.790291,115.797518,"Woodvale (Woodvale), WA, Australia"
Bendigo-Redesdale Road,STRATHFIELDSAYE,-36.8054885,144.3630431972308,"Strathfieldsaye, City of Greater Bendigo, VIC, Australia"
Benetook Avenue,MILDURA SOUTH,-34.210704,142.161464,"Benetook Avenue, Mildura VIC 3500, Australia"
Benetook Avenue,MILDURA,-34.2363951,142.13026096920277,"Benetook Avenue, Mildura VIC 3500, Australia"
Benetook Avenue,KOORLONG,-34.2784218,142.0854271,"Benetook Avenue, Irymple VIC 3498, Australia"
Bengworden Road,CLYDEBANK,-38.0153496,147.188285,"Bengworden Road, Shire of Wellington VIC 3862, Australia"
Bengworden Road,BENGWORDEN,-37.9529329,147.5146405,"Bengworden Road, Bairnsdale VIC 3875, Australia"
Bengworden Road,COBAINS,-38.0680737,147.0740128,"Bengworden Road, Sale VIC 3850, Australia"
Bengworden Road,PERRY BRIDGE,-37.9952556,147.3423169,"Bengworden Road, Shire of Wellington VIC 3862, Australia"
Bennett Road,HORSHAM,-36.7156075,142.187257,"Bennett Road, Horsham VIC 3400, Australia"
Bergins Road,ROWVILLE,-37.9418652,145.2451278,"Bergins Road, Rowville VIC 3178, Australia"
Berkshire Road,SUNSHINE NORTH,-37.764655,144.831677,"Berkshire Road, Sunshine North VIC 3020, Australia"
Berrabri Drive,SCORESBY,-37.892068,145.2162,"Berrabri Drive, Scoresby VIC 3179, Australia"
Biggs Street,ST ALBANS,-37.7366169,144.7991911,"Biggs Street, St Albans VIC 3021, Australia"
Birchip-Wycheproof Road,BIRCHIP,-35.9855837,142.9303544,"Birchip - Wycheproof Road, Birchip VIC 3483, Australia"
Birregurra Forrest  Road,BARWON DOWNS,-38.4337647,143.7753807,"Birregurra - Forrest Road, Barwon Downs VIC 3243, Australia"
Birregurra Forrest Road,MURROON,-38.3912599,143.782972,"Birregurra - Forrest Road, Shire of Colac Otway VIC 3243, Australia"
Black Dog Drive,BROOKFIELD,-37.6928563,144.5535513,"Black Dog Drive, Brookfield VIC 3338, Australia"
Black Flat Road,WHITTLESEA,-37.5056144,145.1143628,"Black Flat Road, Melbourne VIC 3757, Australia"
Black Forest Drive,MACEDON,-37.4139616,144.5441335,"Black Forest Drive, Macedon VIC 3440, Australia"
Black Forest Road,WERRIBEE,-37.9013095,144.6252392,"Black Forest Road, Werribee VIC 3030, Australia"
Black Forest Road,WYNDHAM VALE,-37.9016281,144.6280154,"Black Forest Road, Wyndham Vale VIC 3024, Australia"
Blackburn Road,BLACKBURN SOUTH,-37.820397,145.1530093,"Blackburn Road, Blackburn VIC 3130, Australia"
Blackburn Road,GLEN WAVERLEY,-37.8904863,145.1450264,"Blackburn Road, Glen Waverley VIC 3150, Australia"
Blackburn Road,MOUNT WAVERLEY,-37.86742,145.149305,"Blackburn Road, Mount Waverley VIC 3149, Australia"
Blackgate Road,CONNEWARRE,-38.2910773,144.3653828,"Blackgate Road, Connewarre VIC 3227, Australia"
Blackshaws Road,ALTONA NORTH,-37.8317478,144.8533164,"Blackshaws Road, Altona North VIC 3025, Australia"
Blackshaws Road,SPOTSWOOD,-37.8296363,144.887901,"Spotswood, Melbourne, VIC, Australia"
Bloomfield Road,NILMA NORTH,-38.1678594,145.9714967,"Bloomfield Road, Nilma VIC 3821, Australia"
Bluff Road,HAMPTON,-37.9322551,145.0248118,"Bluff Road, Hampton VIC 3188, Australia"
Bluff Road,SANDRINGHAM,-37.9481743,145.0218349,"Bluff Road, Sandringham VIC 3191, Australia"
Blyth Street,ALTONA,-37.8683589,144.8306445,"Blyth Street, Altona VIC 3018, Australia"
Bobs Street,WHITE HILLS,-36.7403145,144.2997224,"Bobs Street, White Hills VIC 3550, Australia"
Boes Road,TYABB,-38.2718954,145.1669421,"Boes Road, Tyabb VIC 3913, Australia"
Bogong High Plains Road,FALLS CREEK,-36.8657917,147.2870388,"Bogong High Plains Road, Falls Creek VIC 3699, Australia"
Bolton Street,ELTHAM,-37.7320227,145.1348313,"Bolton Street, Eltham VIC 3094, Australia"
Boneo Road,ROSEBUD,-38.3785406,144.8889596,"Boneo Road, Rosebud VIC 3939, Australia"
Booran Road,GLEN HUNTLY,-37.8874778,145.0379295,"Booran Road, Glen Huntly VIC 3163, Australia"
Boort-Kerang Road,KERANG,-35.7893167,143.8740206,"Boort - Kerang Road, Kerang VIC 3579, Australia"
Booth Street,PRESTON,-37.7400754,144.9817211,"Booth Street, Preston VIC 3072, Australia"
Borung Highway,WOOROONOOK,-36.2583757,143.2085534,"Borung Highway, Shire of Buloke VIC 3525, Australia"
Borung Highway,DONALD,-36.317994,142.9991325,"Borung Highway, Donald VIC 3480, Australia"
Botha Avenue,RESERVOIR,-37.7040776,145.0002825,"Botha Avenue, Reservoir VIC 3073, Australia"
Boundary Road,BRAESIDE,-38.0025079,145.1051306,"Boundary Road, Braeside VIC 3195, Australia"
Boundary Road,NEWCOMB,-38.1580756,144.3865392,"Boundary Road, Newcomb VIC 3219, Australia"
Boundary Road,MORDIALLOC,-38.0077074,145.1037913,"Boundary Road, Mordialloc VIC 3195, Australia"
Boundary Road,PASCOE VALE,-37.7176082,144.9476261,"Boundary Road, Pascoe Vale VIC 3044, Australia"
Boundary Street,KERANG,-35.7352968,143.9231623,"Boundary Street, Kerang VIC 3579, Australia"
Bourke Road,CLARINDA,-37.940824,145.0984669,"Bourke Road, Clarinda VIC 3169, Australia"
Bowden Street,CASTLEMAINE,-37.0615226,144.2106775,"Bowden Street, Castlemaine VIC 3450, Australia"
Bowen Street,CAMBERWELL,-37.8415866,145.0629593,"Bowen Street, Camberwell VIC 3124, Australia"
Bowser Road,NORTH WANGARATTA,-36.3404857,146.3389946,"Bowser Road, Wangaratta VIC 3677, Australia"
Bowser Road,NORTH WANGARATTA,-36.3404857,146.3389946,"Bowser Road, Wangaratta VIC 3677, Australia"
Bradford Road,MOUNT MARTHA,-38.2983509,144.9924157,"Bradford Road, Mount Martha VIC 3934, Australia"
Brady Road,DANDENONG NORTH,-37.9557341,145.2265805,"Brady Road, Dandenong North VIC 3175, Australia"
Braeswood Road,KINGS PARK,-37.7288007,144.7730048,"Braeswood Road, Kings Park VIC 3021, Australia"
Brandy Creek Road,WARRAGUL,-38.1471295,145.9374075,"Brandy Creek Road, Warragul VIC 3820, Australia"
Breadalbane Avenue,MERNDA,-37.5999363,145.0886437,"Breadalbane Avenue, Mernda VIC 3754, Australia"
Bree Road,HAMILTON,-37.7350271,142.0274027,"Bree Road, Hamilton VIC 3300, Australia"
Bridge Inn Road,MERNDA,-37.6005595,145.0959249,"Bridge Inn Road, Mernda VIC 3754, Australia"
Bridge Street,BENALLA,-36.5549368,145.9766271,"Bridge Street, Benalla VIC 3672, Australia"
Bridgewater Road,PORTLAND,-38.340283,141.574457,"Bridgewater Road, Portland VIC 3305, Australia"
Bridgewater Road,TREWALLA,-35.006748,138.760041,"Bridgewater Road, Bridgewater SA 5155, Australia"
Bridgewater Road,CRAIGIEBURN,-37.5977448,144.9303722,"Bridgewater Road, Craigieburn VIC 3064, Australia"
Bridgewater-Serpentine Road,BRIDGEWATER,-36.5699048,143.9357742,"Bridgewater - Serpentine Road, Shire of Loddon VIC 3516, Australia"
Bridle Road,MORWELL,-38.2300148,146.4324288,"Bridle Road, Morwell VIC 3840, Australia"
Bright Street,CALIFORNIA GULLY,-36.725265,144.2714849,"Bright Street, California Gully VIC 3556, Australia"
Broad Gully Road,DIAMOND CREEK,-37.6613244,145.1625233,"Broad Gully Road, Diamond Creek VIC 3089, Australia"
Broadford-Flowerdale Road,STRATH CREEK,-37.2656078,145.2592209,"Broadford - Flowerdale Road, Strath Creek VIC 3658, Australia"
Broadford-Kilmore Road,KILMORE,-37.2424988,144.9877001,"Broadford-Kilmore Road, Kilmore VIC 3764, Australia"
Broadford-Kilmore Road,BROADFORD,-37.2153223,145.028414,"Broadford-Kilmore Road, Broadford VIC 3658, Australia"
Broadford-Wandong  Road,BROADFORD,-37.2125727,145.0483809,"Broadford - Wandong Road, Broadford VIC 3658, Australia"
Broadford-Wandong Road,BROADFORD,-37.2125727,145.0483809,"Broadford - Wandong Road, Broadford VIC 3658, Australia"
Broadford-Wandong Road,KILMORE EAST,-37.2861756,145.0543666,"Broadford - Wandong Road, Shire of Mitchell VIC 3764, Australia"
Broadhurst Avenue,RESERVOIR,-37.706876,144.9861173,"Broadhurst Avenue, Reservoir VIC 3073, Australia"
Broadmeadows Road,TULLAMARINE,-37.7020538,144.8797254,"Broadmeadows Road, Tullamarine VIC 3045, Australia"
Broadmeadows Road Deviation,WESTMEADOWS,-37.6811589,144.8846217,"Broadmeadows Road Deviation, Westmeadows VIC 3049, Australia"
Broadway,RESERVOIR,-37.7181486,145.0198651,"Broadway, Reservoir VIC 3073, Australia"
Broadway,DUNOLLY,-36.8563213,143.7286548,"Broadway, Dunolly VIC 3472, Australia"
Brodie Street,WANGARATTA,-36.3497729,146.3027009,"Brodie Street, Wangaratta VIC 3677, Australia"
Broken River Drive,SHEPPARTON,-36.4037351,145.3967407,"Broken River Drive, Shepparton VIC 3630, Australia"
Bromley Road,ROBINVALE,-34.5840409,142.7739356,"Robinvale VIC 3549, Australia"
Brooke Street,TOWONG,-36.1237351,147.9915594,"Brooke Street, Towong VIC 3707, Australia"
Brooklyn Road,BROOKFIELD,-37.6974433,144.5287709,"Brooklyn Road, Brookfield VIC 3338, Australia"
Brossard Road,MICKLEHAM,-37.5459249,144.8881628,"Brossard Road, Mickleham VIC 3064, Australia"
Brown Road,PAKENHAM,-38.0442259,145.4631971,"Brown Road, Pakenham VIC 3810, Australia"
Browning Street,ORBOST,-37.7075893,148.4564136,"Browning Street, Orbost VIC 3888, Australia"
Browning Street,PORTLAND,-38.3249412,141.5925606,"Browning Street, Portland VIC 3305, Australia"
Browns Road,BOTANIC RIDGE,-38.1496311,145.2607491,"Browns Road, Botanic Ridge VIC 3977, Australia"
Browns Road,NOBLE PARK,-37.95331,145.179953,"Browns Road, Noble Park North VIC 3174, Australia"
Browns Road,NOBLE PARK NORTH,-37.9443966,145.1882362,"Browns Road, Noble Park North VIC 3174, Australia"
Brunswick Road,BRUNSWICK,-33.2572405,115.8418352,"Brunswick Road, Brunswick WA 6224, Australia"
Bruthen-Nowa Nowa Road,NOWA NOWA,-37.6927117,148.0431425,"Bruthen - Nowa Nowa Road, Nowa Nowa VIC 3887, Australia"
Buckley Street,KEILOR EAST,-37.7505534,144.8596945,"Buckley Street, Keilor East VIC 3033, Australia"
Buckley Street,ESSENDON,-37.7584199,144.9293048,"Buckley Street, Essendon VIC 3040, Australia"
Buckley Street,ESSENDON WEST,-37.7505534,144.8596945,"Buckley Street, Keilor East VIC 3033, Australia"
Bulban Road,WERRIBEE,-37.9140887,144.616141,"Bulban Road, Werribee VIC 3030, Australia"
Bulla Road,ESSENDON NORTH,-37.735892,144.9047476,"Bulla Road, Essendon North VIC 3041, Australia"
Bulla Road,BULLA,-37.638985,144.8084194,"Bulla Road, Bulla VIC 3428, Australia"
Bulla Road,STRATHMORE,-37.7347348,144.9042455,"Bulla Road, Strathmore VIC 3041, Australia"
Bulleen Road,BALWYN NORTH,-37.7769818,145.0780881,"Bulleen Road, Balwyn North VIC 3104, Australia"
Bungower Road,MOOROODUC,-38.2330102,145.1244439,"Bungower Road, Moorooduc VIC 3933, Australia"
Bungower Road,SOMERVILLE,-38.238635,145.2160659,"Bungower Road, Somerville VIC 3912, Australia"
Burke Road,GLEN IRIS,-37.8598732,145.0512375,"Burke Road, Glen Iris VIC 3146, Australia"
Burke Road,MALVERN EAST,-37.8762905,145.048117,"Burke Road, Malvern East VIC 3145, Australia"
Burns Street,MARYBOROUGH,-37.0528636,143.7364846,"Burns Street, Maryborough VIC 3465, Australia"
Burns Street,HAMILTON,-37.7384906,142.0142353,"Burns Street, Hamilton VIC 3300, Australia"
Burton Avenue,KYNETON,-37.2431775,144.4416519,"Burton Avenue, Kyneton VIC 3444, Australia"
Burwood Highway,KNOXFIELD,-37.8737357,145.2507083,"Burwood Highway, Knoxfield VIC 3180, Australia"
Burwood Highway,WANTIRNA,-37.863607,145.219854,"Burwood Highway Trail, Wantirna VIC 3152, Australia"
Burwood Highway,WANTIRNA SOUTH,-37.870255,145.23843,"Burwood Highway, Wantirna South VIC 3152, Australia"
Burwood Highway,VERMONT SOUTH,-37.857295,145.188974,"Burwood Highway, Vermont South VIC 3133, Australia"
Butcher Street,ECHUCA,-36.133334,144.7328391,"Butcher Street, Echuca VIC 3564, Australia"
Buxton Marysville Road,MARYSVILLE,-37.4732735,145.7431411,"Buxton - Marysville Road, Shire of Murrindindi VIC 3779, Australia"
Cairns Road,HAMPTON PARK,-38.037731,145.2520249,"Cairns Road, Hampton Park VIC 3976, Australia"
CALDER ALTERNATIVE Highway,RAVENSWOOD,-36.8670743,144.18773,"Calder Alternative Highway, Lockwood South VIC 3453, Australia"
Calder Alternative Highway,MARONG,-36.7916299,144.1566615,"Calder Alternative Highway, Marong VIC 3515, Australia"
Calder Freeway,HARCOURT,-37.0029258,144.249064,"Calder Freeway, Harcourt VIC 3453, Australia"
Calder Freeway,KEILOR NORTH,-37.6810557,144.7788838,"Calder Freeway, Keilor North VIC 3036, Australia"
Calder Freeway,CARLSRUHE,-37.2836425,144.4933687,"Calder Freeway, Carlsruhe VIC 3442, Australia"
Calder Freeway,GISBORNE,-37.4946442,144.6091436,"Calder Freeway, Gisborne VIC 3437, Australia"
Calder Freeway,GISBORNE SOUTH,-37.5377163,144.6412245,"Calder Freeway, Gisborne South VIC 3429, Australia"
Calder Freeway,KYNETON,-37.2705975,144.4783302,"Calder Freeway, Kyneton VIC 3444, Australia"
Calder Freeway,MACEDON,-37.4357284,144.548224,"Calder Freeway, Macedon VIC 3440, Australia"
Calder Freeway,MALMSBURY,-37.1767161,144.3970498,"Calder Freeway, Malmsbury VIC 3446, Australia"
Calder Freeway,TARADALE,-37.1209499,144.3846366,"Calder Freeway, Shire of Mount Alexander VIC 3447, Australia"
Calder Freeway,ELPHINSTONE,-37.0781064,144.3165431,"Calder Freeway, Shire of Mount Alexander VIC 3448, Australia"
Calder Freeway,FARADAY,-37.0481424,144.2890472,"Calder Freeway, Faraday VIC 3451, Australia"
Calder Freeway,RAVENSWOOD SOUTH,-36.9734351,144.2489299,"Calder Freeway, Shire of Mount Alexander VIC 3453, Australia"
Calder Highway,SEA LAKE,-35.5193722,142.8638727,"Calder Highway, Sea Lake VIC 3533, Australia"
Calder Highway,OUYEN,-34.8991318,142.3026219,"Calder Highway, Ouyen VIC 3490, Australia"
Calder Highway,MARONG,-36.7086109,144.102714,"Calder Highway, Marong VIC 3515, Australia"
Calder Highway,IRYMPLE,-34.2470289,142.1842824,"Calder Highway, Irymple VIC 3498, Australia"
Calder Highway,RED CLIFFS,-34.3147282,142.186641,"Calder Highway, Red Cliffs VIC 3496, Australia"
Calder Highway,YATPOOL,-34.3796927,142.1883486,"Broadcast Australia Yatpool Site, Calder Highway, Red Cliffs VIC 3496, Australia"
Calder Highway,BIRDWOODTON,-34.199702,142.06860962182873,"Birdwoodton VIC 3505, Australia"
Calder Highway,HATTAH,-34.76235,142.2793951,"Calder Highway, Hattah VIC 3501, Australia"
Calder Highway,BIG HILL,-36.8264191,144.2391316,"Calder Highway, Bendigo VIC 3555, Australia"
Calder Highway,MAIDEN GULLY,-36.742872,144.209972,"Calder Highway, Maiden Gully VIC 3551, Australia"
Calder Highway,RAVENSWOOD,-36.9056937,144.2201677,"Calder Highway, City of Greater Bendigo VIC 3453, Australia"
Calder Highway,RAVENSWOOD SOUTH,-36.9553113,144.2356914,"Calder Highway, Shire of Mount Alexander VIC 3453, Australia"
Calder Highway,MERBEIN,-34.167621,142.0581482,"Merbein VIC 3505, Australia"
Calder Highway,LEICHARDT,-36.692793,144.084831,"Calder Highway, Leichardt VIC 3516, Australia"
Calder Highway,BRIDGEWATER ON LODDON,-36.5923081,143.9231055,"Calder Highway, Bridgewater on Loddon VIC 3516, Australia"
Calder Highway,CABARITA,-34.198418,142.087549,"Cabarita (Cabarita), VIC, Australia"
Calder Highway,DERBY,-36.65232,144.021653,"Calder Highway, Shire of Loddon VIC 3516, Australia"
Calder Highway,GLENALBYN,-36.4623521,143.6794453,"Calder Highway, Wedderburn VIC 3518, Australia"
Calder Highway,KURTING,-36.5762108,143.8774792,"Calder Highway, Inglewood VIC 3517, Australia"
Calder Highway,MERBEIN WEST,-34.16315,142.00264,"Merbein South (Merbein West), VIC, Australia"
Calder Highway,MITTYACK,-35.1575608,142.6572714,"Calder Highway, Mittyack VIC 3490, Australia"
Calder Highway,YELTA,-34.1146799,141.9866512,"Calder Highway, Yelta VIC 3505, Australia"
Calder Highway,BERRIWILLOCK,-35.6376323,142.9984222,"Calder Highway, Berriwillock VIC 3531, Australia"
Calder Highway,CULGOA,-35.7434779,143.1166782,"Calder Highway, Culgoa VIC 3530, Australia"
Calder Highway,DUMOSA,-35.9360609,143.2268393,"Calder Highway, Shire of Buloke VIC 3527, Australia"
Calder Highway,NANDALY,-35.20806,142.691822,"Calder Highway, Nandaly VIC 3533, Australia"
Calder Highway,NINDA,-35.4587341,142.8300506,"Calder Highway, Sea Lake VIC 3533, Australia"
Calder Highway,NULLAWIL,-35.853543,143.1775634,"Calder Highway, Nullawil VIC 3529, Australia"
Calder Highway,TEDDYWADDY,-36.196433,143.3409557,"Calder Highway, Shire of Buloke VIC 3527, Australia"
Calder Highway,WARNE,-35.7799752,143.1291801,"Calder Highway, Shire of Buloke VIC 3530, Australia"
Calder Highway,WOOSANG,-36.2901461,143.4208136,"Calder Highway, Charlton VIC 3525, Australia"
Calder Highway,WYCHEPROOF SOUTH,-36.1323742,143.2426226,"Calder Highway, Wycheproof VIC 3527, Australia"
Calder Park Drive,SYDENHAM,-37.6937372,144.7570006,"Calder Park Drive, Sydenham VIC 3037, Australia"
